Nama Makanan,Bahan Makanan,Bahan Dasar,Kalori,Protein,Lemak,Karbohidrat,Kehalalan,Alergi,Resep,Harga,Bahan Dasar
Bakso Sapi & Udang cah Paprika,"6 butir bakso sapi dibelah dua--10 Udang merah kupas--2 buah Paprika ukuran medium iris kasar--1 Tomat buah (beef steak tomato) iris kasar--2 siung Bawang putih iris halus--1/2 Bawang Bombay ukuran besar--1 sdt Angciu (arak china)--2 sdt Saus Tiram--1 sdt Saus Sambal ABC--1 sdt Saus Tomat--1/2 sdt Kecap ikan--1/2 sdt Royco rasa sayuran--4 batang Daun Bawang iris kasar--1/2 cup Air matang--Sejumput Garam--1/2 sdt Cabai kering (bila suka)--1,5 Minyak Goreng--","bakso, sapi, dibelah, dua, Udang, merah, kupas, Paprika, medium, kasar, Tomat, (beef, steak, tomato), kasar, Bawang, putih, /, Bawang, Bombay, Angciu, (arak, china), Saus, Tiram, Saus, Sambal, ABC, Saus, Tomat, /, Kecap, ikan, /, Royco, rasa, sayuran, batang, Daun, Bawang, kasar, /, cup, Air, matangSejumput, Garam, /, Cabai, kering, (bila, suka), ,, Minyak, Goreng",350,20,15,30,halal,-,"Tumis bawang putih, bombay, irisan paprika & bakso. Hingga paprika sedikit melunak. Tuangkan angciu sambil aduk. Masukkan kecap & saus. Aduk rata.--Tuangkan air hangat perlahan. Taburkan bumbu-bumbu bubuk. Masukkan irisan tomat bersama udang. Masak sebentar. Jangan sampai udang over cooked & mengeras. Tabur cabai kering (optional).--Tambahkan irisan daun bawang. Aduk rata. Matikan api. Hidangkan segera--",Rp.16.000,"bakso, sapi, dibelah, dua, Udang, merah, kupas, Paprika, medium, kasar, Tomat, (beef, steak, tomato), kasar, Bawang, putih, /, Bawang, Bombay, Angciu, (arak, china), Saus, Tiram, Saus, Sambal, ABC, Saus, Tomat, /, Kecap, ikan, /, Royco, rasa, sayuran, batang, Daun, Bawang, kasar, /, cup, Air, matangSejumput, Garam, /, Cabai, kering, (bila, suka), ,, Minyak, Goreng"
Sukiyaki beef enoki dan tahu,"3 lembar daging beef slice (sy beli di supermarket yg sdh slice2an ya)--1/2 pack jamur enoki, potong bagian bawahnya--1 kotak tahu kuning--3 sdm saos tiram--1 sdm kecap manis--Secukupnya garam, gula, kaldu jamur, merica--Secukupnya air--1 siung bawang putih--1/4 buah bawang bombay--","lembar, daging, beef, slice, (sy, beli, di, supermarket, yg, sdh, slice, an, ya), /, pack, jamur, enoki,, bagian, bawahnya, kotak, tahu, kuning, saos, tiram, kecap, manisSecukupnya, garam,, gula,, kaldu, jamur,, mericaSecukupnya, air, bawang, putih, /, bawang, bombay",400,20,20,30,halal,kedelai,"Rajang bawang putih dan bawang bombay. Potong2 tahu jd kotak2 kecil. Lalu potong2 jg daging slice menjadi bagian yg lebih kecil--Panaskan minyak dalam teflon. Stlh itu tumis bawang putih dan bawang bombay hingga harum. Stlh harum, masukkan daging hingga berubah warna--Masukkan jamur enoki dan tahu, lalu masukkan bumbu2 yg ada. Tambahkan sedikit air. Lalu cek rasa hingga sesuai dgn keinginan. Hidangkan😁--",Rp.21.208,"lembar, daging, beef, slice, (sy, beli, di, supermarket, yg, sdh, slice, an, ya), /, pack, jamur, enoki,, bagian, bawahnya, kotak, tahu, kuning, saos, tiram, kecap, manisSecukupnya, garam,, gula,, kaldu, jamur,, mericaSecukupnya, air, bawang, putih, /, bawang, bombay"
Sop Tulang Sapi (sederhana),Bahan :--500 gr tulang sapi--1.5 liter air--1 ruas jahe--1/4 buah pala--2 buah wortel--secukupnya Lada bubuk--Garam--Penyedap rasa sapi--Daun bawang--Pelengkap :--Irisan cabe rawit--Bawang goreng--Jeruk nipis--,"Bahan, :, tulang, sapi, ., liter, air, jahe, /, pala, wortelsecukupnya, Lada, bubukGaramPenyedap, rasa, sapiDaun, bawangPelengkap, :Irisan, cabe, rawitBawang, gorengJeruk, nipis",200,10,5,20,halal,-,"Rebus Tulang tambahkan jahe, sampai keluar kaldu atau sampai airnya berkurang, kemudian masukan pala, bawang putih, lada, garam dan penyedap rasa--Kemudian masukan wortel yang sudah di iris2 dan daun bawang, tunggu sampai matang.--Sajikan dengan bahan pelengkap--Selamat mencoba--",Rp.21.209,"Bahan, :, tulang, sapi, ., liter, air, jahe, /, pala, wortelsecukupnya, Lada, bubukGaramPenyedap, rasa, sapiDaun, bawangPelengkap, :Irisan, cabe, rawitBawang, gorengJeruk, nipis"
Semur daging sapi,"1 kg daging sapi (me : 1/2kg)--secukupnya Garam dan gula pasir--secukupnya Kecap asin, kecap manis--3 buah kentang, potong2 goreng (me : 2buah)--bumbu halus :--10 butir bawang merah (me : 8 butir)--5 siung bawang putih (me : 3 siung)--1 buah pala (1/2 buah pala)--1 sdt merica--","daging, sapi, (me, :, /, kg)secukupnya, Garam, dan, gula, pasirsecukupnya, Kecap, asin,, kecap, manis, kentang,, goreng, (me, :, buah)bumbu, :, bawang, merah, (me, :, butir), bawang, putih, (me, :, siung), pala, (, /, pala), merica",400,30,20,10,halal,-,"Tumis bumbu halus hingga harum--Masukkan daging yg sudah d potong2, aduk sampai daging berubah warna--Tambahkan kecap asin, kecap manis, garam dan gula aduk..tuang air--Tutup wajan, setelah mendidih..kecilkan api--Masak hingga daging empuk, cicipi. Masukkan kentang goreng, masak sampai kuah menyusut dan bumbu meresap--Sajikan semur dengan taburan bawang goreng--",Rp.21.210,"daging, sapi, (me, :, /, kg)secukupnya, Garam, dan, gula, pasirsecukupnya, Kecap, asin,, kecap, manis, kentang,, goreng, (me, :, buah)bumbu, :, bawang, merah, (me, :, butir), bawang, putih, (me, :, siung), pala, (, /, pala), merica"
Bistik Rolade Sapi,1 stik rolade sapi/ayam (potong2)--1/2 bawang bombay (iris2)--2 sendok makan kecap asin (saya 1 sdm)--2 sdm saos sambal (saya 1 sdm)--1 sachet saos tiram--secukupnya Air--3 sdm kecap manis (saya 1 sdm)--secukupnya Gula pasir--Bumbu halus ; (saya dipotong)--4 siung bawang merah--2 siung bawang putih--1/2 sdt lada bubuk--Secukupnya garam--Bahan pelengkap :--Wortel (rebus)--Buncis (rebus)--Kentang (goreng)--,"stik, rolade, sapi/ayam, (potong, ), /, bawang, bombay, (iris, ), sendok, makan, kecap, asin, (saya, sdm), saos, sambal, (saya, sdm), sachet, saos, tiramsecukupnya, Air, kecap, manis, (saya, sdm)secukupnya, Gula, pasirBumbu, ;, (saya, dipotong), bawang, merah, bawang, putih, /, lada, bubukSecukupnya, garamBahan, pelengkap, :Wortel, (rebus)Buncis, (rebus)Kentang, (goreng)",400,30,40,20,halal,-,Siapkan rolade potong2.. goreng setengah matang--Tumis bumbu halus dan bawang bombay sampai harum..masukkan rolade + kecap asin + saos tiram + kecap manis + saos sambal aduk rata...tambah kan air matang..aduk rata..tes rasa.. jangan lupa tambah kan gula pasir aduk tes rasa kembali..😄--Biarkan air smp agak menyusut...angkat--Sajikan 😍 alhamdulillah si kecil makan sampai nambah 3x 😲😲😲😂😂😂😂--Selamat mencoba mom... 😄😍😘--,Rp.21.211,"stik, rolade, sapi/ayam, (potong, ), /, bawang, bombay, (iris, ), sendok, makan, kecap, asin, (saya, sdm), saos, sambal, (saya, sdm), sachet, saos, tiramsecukupnya, Air, kecap, manis, (saya, sdm)secukupnya, Gula, pasirBumbu, ;, (saya, dipotong), bawang, merah, bawang, putih, /, lada, bubukSecukupnya, garamBahan, pelengkap, :Wortel, (rebus)Buncis, (rebus)Kentang, (goreng)"
Mie Goreng Sapi Brokoli,"Mie telur kering Cap Burung Dara--50 gram daging sapi cincang--1/4 brokoli--2 buah kemiri, haluskan--1/4 sdt bubuk ketumbar--secukupnya Lada--secukupnya Kecap manis--secukupnya Kecap asin--1 sdt saus tiram--1 siung bawang putih--1 siung bawang merah--","Mie, telur, kering, Cap, Burung, Dara, gram, daging, sapi, cincang, /, brokoli, kemiri,, haluskan, /, bubuk, ketumbarsecukupnya, Ladasecukupnya, Kecap, manissecukupnya, Kecap, asin, saus, tiram, bawang, putih, bawang, merah",400,20,15,40,halal,telur,"Rebus mie telur hingga matang. Angkat & tiriskan.--Bersihkan brokoli, rendam di air garam. Rebus sebentar. Angkat & tiriskan.--Tumis bawang merah & bawang putih.--Masukkan daging sapi giling. Tambahkan saus tiram, kecap asin, kecap manis, dan lada. Aduk rata.--Masukkan mie yang sudah direbus. Aduk rata. Tambahkan lada, kecap manis & kecap asin.--Masukkan kemiri dan ketumbar bubuk. Aduk rata.--Mie siap disajikan.--",Rp.21.212,"Mie, telur, kering, Cap, Burung, Dara, gram, daging, sapi, cincang, /, brokoli, kemiri,, haluskan, /, bubuk, ketumbarsecukupnya, Ladasecukupnya, Kecap, manissecukupnya, Kecap, asin, saus, tiram, bawang, putih, bawang, merah"
OVERNIGHT SOFT BUN ROTI ISI BAKSO SAPI sistem biang,Bahan biang (bikin kira2 16jam sebelum) :--150 gr tepung cakra--150 cc air hangat kuku--1/4 sdt ragi instan--Adonan utama :--250 gr tepung cakra--100 gr tepung segitiga--8 gr ragi--80 gr gula pasir--1 butir telur utuh+1 kuning telur--40 cc susu cair--80 gr butter--6 gr garam--Filling baso sapi :--2 bungkus kornet sapi original/400gr daging sapi cincang--1 bawang bombay iris tipis--2 butir bawang merah iris kasar--1 helai daun bawang iris tipis (boleh skip)--Kecap manis--Saos tiram--Kecap asin--Merica--Gula garam--Air--Minyak wijen--Olesan : bread crumb--Putih telur--,"Bahan, biang, (bikin, kira, jam, sebelum), :, tepung, cakra, cc, air, hangat, kuku, /, ragi, instanAdonan, utama, :, tepung, cakra, tepung, segitiga, ragi, gula, pasir, telur, utuh+, kuning, telur, cc, susu, cair, butter, garamFilling, baso, sapi, :, bungkus, kornet, sapi, original/, daging, sapi, cincang, bawang, bombay, bawang, merah, kasar, helai, daun, bawang, (boleh, skip)Kecap, manisSaos, tiramKecap, asinMericaGula, garamAirMinyak, wijenOlesan, :, bread, crumbPutih, telur",300,10,10,40,halal,telur,"Aduk semua bahan biang jd satu pakai sendok. Diamkan suhu ruang 1 jam lalu tutup clingwrap dan masukkan kulkas lbh kurang 14-18 jam. (Jgn lbh dr 18 jam, kl aku sekitar 16jam)--Dalam bowl masukkan tepung, ragi, gula pasir. Aduk rata disusul masukkan telur+susu cair. Tuang cairan pelan2 sesuaikan kondisi tepung, jgn kelembekan. Tambahkan adonan biang dr kulkas lalu ulen semua sampai kalis.--Masukkan butter+garam lalu ulen lagi sampai kalis elastisssssss.--Diamkan sampai mengembang 2x lipat lalu bulat2kan @40gram. Diamkan lagi 10 menit sambil siapkan isian fillingnya.--Filling baso sapi : tumis bawang2an sampai harum. Tambahkan daging/kornet. Masak sampai berubah warna. Masukkan air secukupnya bersama bumbu lainnya. Masak sampai meresap tp jgn terlalu kering ya. Biarkan sedikit juicy. Tiriskan.--Bentuk sesuai selera adonan yg sudah dibulat2kan. Beri isian baso sapi, masukkan ke loyang. Lalu diamkan lagi sekitar 1 jam.--Oles permukaan dg putih telur lalu taburi bread crumb. Panggang suhu 180° lebih kurang 12-15 menit tergantung besar kecil roti. Angkat. Kalo suami sukanya pake sambel pedes makannya..hihii.--Hasilnya empuk moms. Sampe besoknya juga masih empuk. Ini foto setelah 1x24 jam.--Edisi bikin lagi nih moms. Suami ketagihan..hihii. Bikin 1/2 kg dapetnya 3 loyang ukuran 22 cm ya lbh kurangnya. Isian bebas, mau diganti cokelat atau kosongpun gk masalah. Cusss--",Rp.21.213,"Bahan, biang, (bikin, kira, jam, sebelum), :, tepung, cakra, cc, air, hangat, kuku, /, ragi, instanAdonan, utama, :, tepung, cakra, tepung, segitiga, ragi, gula, pasir, telur, utuh+, kuning, telur, cc, susu, cair, butter, garamFilling, baso, sapi, :, bungkus, kornet, sapi, original/, daging, sapi, cincang, bawang, bombay, bawang, merah, kasar, helai, daun, bawang, (boleh, skip)Kecap, manisSaos, tiramKecap, asinMericaGula, garamAirMinyak, wijenOlesan, :, bread, crumbPutih, telur"
Lidah Sapi Cabe Hijau,"1/3 Lidah Sapi (iris tipis), nggak tau brp gram--1 buah Bawang Bombay ukuran kecil--3 siung Bawang Merah--2 siung Bawang Putih--2 buah Cabe Hijau Besar--2 buah Cabe Hijau Keriting--Garam--Kecap--Saus Tiram--","/, Lidah, Sapi, (iris, tipis),, nggak, tau, brp, gram, Bawang, Bombay, kecil, Bawang, Merah, Bawang, Putih, Cabe, Hijau, Cabe, Hijau, KeritingGaramKecapSaus, Tiram",300,20,15,10,halal,-,"Rebus lidah hingga empuk, iris tipis--Tumis semua bumbu hingga harum. Masukkan lidah--Tambahkan garam, kecap & saus tiram. Koreksi rasa--",Rp.21.214,"/, Lidah, Sapi, (iris, tipis),, nggak, tau, brp, gram, Bawang, Bombay, kecil, Bawang, Merah, Bawang, Putih, Cabe, Hijau, Cabe, Hijau, KeritingGaramKecapSaus, Tiram"
Beef Yakiniku ala RHpawonalit,"150 gr daging sapi sengkel, bekukan iris motong serat tipis--1/2 bh bawang bombay, iris panjang--5 btg asparagus potong serong, bisa diganti daun bawang--2 sdm minyak untuk menumis--1 siung bawang putih cincang halus--Bumbu saus :--1 cm jahe, cincang halus--1 sdm kecap asin--1 sdt kecap manis--21/2 sdt gula pasir--1/4 sdt lada bubuk--1/2 sdt minyak wijen--50 ml air kaldu sapi (1sdt kaldu bubuk +air)--secukupnya Ekstra air agar berkuah--","daging, sapi, sengkel,, bekukan, motong, serat, /, bh, bawang, bombay,, panjang, btg, asparagus, serong,, bisa, diganti, daun, bawang, minyak, untuk, menumis, bawang, putih, cincang, halusBumbu, saus, :, cm, jahe,, cincang, kecap, asin, kecap, manis, /, gula, pasir, /, lada, bubuk, /, minyak, wijen, ml, air, kaldu, sapi, (, kaldu, bubuk, +air)secukupnya, Ekstra, air, agar, berkuah",300,20,10,20,halal,-,"Tumis bawang putih dan bawang bombay hingga harum--Masukkan daging sapi, masak hingga daging berubah warna--Tuang saus,masak sampai matang dan meresap--Sajikan dengan nasi hangat--",Rp.21.215,"daging, sapi, sengkel,, bekukan, motong, serat, /, bh, bawang, bombay,, panjang, btg, asparagus, serong,, bisa, diganti, daun, bawang, minyak, untuk, menumis, bawang, putih, cincang, halusBumbu, saus, :, cm, jahe,, cincang, kecap, asin, kecap, manis, /, gula, pasir, /, lada, bubuk, /, minyak, wijen, ml, air, kaldu, sapi, (, kaldu, bubuk, +air)secukupnya, Ekstra, air, agar, berkuah"
Rendang Daging Sapi Kentang,"750 gr daging sapi, potong potong--1000 ml santan encer--1000 ml santan kental--5 lmbr daun jeruk--1 btg sereh, memarkan--4 buah kentang, kupas, potong2--Bumbu Halus--1 ons cabe merah--2 cm kunyit--12 siung bawang merah--5 siung bawang putih--2 cm lengkuas--Secukupnya garam dan gula--","daging, sapi,, ml, santan, encer, ml, santan, kental, lmbr, daun, jeruk, btg, sereh,, memarkan, kentang,, kupas,, Bumbu, ons, cabe, merah, cm, kunyit, bawang, merah, bawang, putih, cm, lengkuasSecukupnya, garam, dan, gula",400,20,20,20,halal,-,"Rebus santan encer, daun jeruk, sereh dan bumbu halus, masak hingga mendidih--Masukkan daging yang sudah di potong potong, masukkan garam dan gula secukupnya, masak hingga santan kental--Masukkan santan kental, setelah santan udah mulai berkurang, masukkan kentang, masak hingga rendang nya agak mengering dan berminyak, angkat dan sajikan.--",Rp.21.216,"daging, sapi,, ml, santan, encer, ml, santan, kental, lmbr, daun, jeruk, btg, sereh,, memarkan, kentang,, kupas,, Bumbu, ons, cabe, merah, cm, kunyit, bawang, merah, bawang, putih, cm, lengkuasSecukupnya, garam, dan, gula"
"Sayur Nangka Kelapa Sengara, iga sapi...enakkk",2 mangkok sayur nangka muda yg telah di rebus--stengh kilo iga sapi yg telah di potong2--seruas lengkuas geprek--3 batang sereh gwprek--3 lembar daun jeruk--3 lembar daun salam--4 btr cengkeh--1 buah pala..pecah jd 2 bagian boleh jg pake pala bubuk--seruas kayu manis--1 butir kelapa parut. bagi dua bagian--bagian pertama sengara sampai harum lalu haluskan--bagian kedua di buat santan--bumbu halus :--8 bawang merah--6 bawang putih--2 ruas kunyit--stengh sdkt teh merica--8 buah cabe keriting--2 ruas jahe--1 buah sereh ambil pthnya--sdkt ketumbar--,"mangkok, sayur, nangka, muda, yg, telah, di, rebusstengh, kilo, iga, sapi, yg, telah, di, seruas, lengkuas, geprek, batang, sereh, gwprek, lembar, daun, jeruk, lembar, daun, salam, btr, cengkeh, pala..pecah, jd, bagian, boleh, jg, pake, pala, bubukseruas, kayu, manis, kelapa, parut., bagi, dua, bagianbagian, pertama, sengara, sampai, harum, haluskanbagian, kedua, di, buat, santanbumbu, :, bawang, merah, bawang, putih, kunyitstengh, sdkt, teh, merica, cabe, keriting, jahe, sereh, ambil, pthnyasdkt, ketumbar",250,15,10,20,halal,-,"Masak iga sapi sampai lembek..air rebusan yg sisa sdkt jgn di buang--Tumis bumbu halus hingga wangi--Masukan nangka bersama iga sapi yg td sdh lembek dgn sisa air rebusan iga..tambahkan garam..lalu masukan daun jeruk,salam, lengkuas,sereh, pala, cengkeh..masak sampai mendidih lalu masukan bumbu halus...aduk2..--Lalu masukan kelapa sengara... masukan penyedap..santan...aduk2..biarkan memdidih.. koreksi rasa...biarkan sayur mendidih agak lama agar bumbunya meresap...bila kuah sdh agak mengental angkat...sajikan dgn taburan bawang goreng--",Rp.21.217,"mangkok, sayur, nangka, muda, yg, telah, di, rebusstengh, kilo, iga, sapi, yg, telah, di, seruas, lengkuas, geprek, batang, sereh, gwprek, lembar, daun, jeruk, lembar, daun, salam, btr, cengkeh, pala..pecah, jd, bagian, boleh, jg, pake, pala, bubukseruas, kayu, manis, kelapa, parut., bagi, dua, bagianbagian, pertama, sengara, sampai, harum, haluskanbagian, kedua, di, buat, santanbumbu, :, bawang, merah, bawang, putih, kunyitstengh, sdkt, teh, merica, cabe, keriting, jahe, sereh, ambil, pthnyasdkt, ketumbar"
Beef Yakiniku,"100 gram daging sapi has iris tipis--1/4 bawang bombay iris tipis--1 buah bawang putih iris--1 buku jari kelingking jahe peprek--1/4 buah paprika hijau / merah kali ini saya pake yg merah adanya di kulkas itu doang heheh, iris--150 ml kaldu dashi--3 sdt soy sauce--1 sdt gula pasir--Sejumput lada bubuk--1 sdm olive oil--","gram, daging, sapi, has, /, bawang, bombay, bawang, putih, buku, jari, kelingking, jahe, peprek, /, paprika, hijau, /, merah, kali, ini, saya, pake, yg, merah, adanya, di, kulkas, itu, doang, heheh,, ml, kaldu, dashi, soy, sauce, gula, pasirSejumput, lada, bubuk, olive, oil",300,20,10,20,halal,-,"Dalam mangkok Campur irisan daging, bawang bombay, bawang putih dan jahe--Lalu tambahkan, soy sauce, gula dan lada aduk rata pakai tangan kalau bisa bisa merata dan terserap, tutup dengan cling wrap dan simpan dalam kulkas selama 30 menit--Panaskan olive oil di panci atau wajan lalu masukan daging yg sudah dimarinasi tadi, tumis hingga berubah warna dagingnya--Sebelumnya kita siapkan dulu kaldu dashi, kalau saya dari 1 bungkus serutan ikan bonito / bonito flakes di didihkan dengan 150ml air lalu disaring hingga didapatkan kaldu spt gambar diatas, atau bisa juga beli dashi kering dilarutkan dengan air panas, karena dirumah ada stok bonito flakes jd saya pakai aja ini, ini mnrt saya wajib pakai ya kalau mau hasil rasanya mendekati japanese resto--Setelah daging sudah berubah warna masukan kaldu dashi, didihkan hingga daging empuk--Setelah daging empuk dan air menyusut masukan paprika didikan lagi sampai kuah berkurang atau nyemek2--Siap disajikan dengan nasi panas gak pake lama makannya si ucil kalau lauk favoritenya mah 🎉 mamak juga gak senewen nyuapinnya jdnya hihihi 💃--",Rp.21.218,"gram, daging, sapi, has, /, bawang, bombay, bawang, putih, buku, jari, kelingking, jahe, peprek, /, paprika, hijau, /, merah, kali, ini, saya, pake, yg, merah, adanya, di, kulkas, itu, doang, heheh,, ml, kaldu, dashi, soy, sauce, gula, pasirSejumput, lada, bubuk, olive, oil"
Sop daging sapi rempah,1/2 kg daging sapi--2 buah kentang ukuran sedang--4 buah wortel ukuran sedang--8 buah buncis--secukupnya Kol--3 batang seledri--1 batang daun bawang--2 sdm garam--1/2 sdt gula--1 bks royco ayam--Bawang goreng untuk taburan--Bumbu yang dihaluskan:--8 siung bawang putih--1 sdm lada putih--1/2 sdt jintan--Bumbu tambahan:--5 cengkeh (buang ujungnya)--3 kapulaga--1 batang kayu manis--3 pekka--4 lembar daun salam (diremas)--3 lembar daun jeruk (diremas)--3 batang serai (memarkan)--1 ruas lengkuas (geprek)--2 ruas jahe (geprek)--,"/, daging, sapi, kentang, wortel, buncissecukupnya, Kol, batang, seledri, batang, daun, bawang, garam, /, gula, bks, royco, ayamBawang, goreng, untuk, taburanBumbu, yang, dihaluskan:, bawang, putih, lada, putih, /, jintanBumbu, tambahan:, cengkeh, (buang, ujungnya), kapulaga, batang, kayu, manis, pekka, lembar, daun, salam, (diremas), lembar, daun, jeruk, (diremas), batang, serai, (memarkan), lengkuas, (geprek), jahe, (geprek)",200,10,5,20,halal,-,"Cuci bersih daging yg sudah di potong dadu kemudian taburkan garam dan remas"".--Didihkan air untuk merebus daging, rebus sampai ½ matang, jika sudah angkat dah buang airnya.--Rebus kembali air di panci tnggu hingga mendidih. Masukkan kembali daging, bumbu halus dan bumbu tambahan lainnya. Tak lupa garam, gula dan royco. Tutup panci hingga daging empuk--Masukkan wortel dan kentang tunggu hingga ½ matang, kemudian masukkan buncis seledri dan daun bawang aduk rata dan tnggu sampai semua sayuran matang. Jika sudah masukkan kol aduk sebentar tes rasa dan matikan api.--Taburi dengan bawang goreng--Sop daging rempah siap dihidangkan.--",Rp.21.219,"/, daging, sapi, kentang, wortel, buncissecukupnya, Kol, batang, seledri, batang, daun, bawang, garam, /, gula, bks, royco, ayamBawang, goreng, untuk, taburanBumbu, yang, dihaluskan:, bawang, putih, lada, putih, /, jintanBumbu, tambahan:, cengkeh, (buang, ujungnya), kapulaga, batang, kayu, manis, pekka, lembar, daun, salam, (diremas), lembar, daun, jeruk, (diremas), batang, serai, (memarkan), lengkuas, (geprek), jahe, (geprek)"
