Nama Makanan,Bahan Makanan,Bahan Dasar,Kalori,Protein,Lemak,Karbohidrat,Kehalalan,Resep,Harga,Alergi Telur,Alergi Kacang,Alergi Kedelai,Alergi Seafood,Alergi udang,Alergi susu
Beef Slice Teriyaki ala Anak Kost,"250 gr beef slice
1 bonggol jagung (bisa diganti jenis sayur lain)
2 butir telur (boleh diskip)
1 buah bawang bombay
2 siung bawang putih
1 ruas jari jahe
1 sdt kecap asin
1 sdm saus tiram
2 sdm kecap manis
1 sdm saus tomat (boleh diskip)
Secukupnya lada dan bumbu penyedap (saya pakai royco sapi)
1 sdt garam dan 1 sdt gula pasir (boleh diskip)
Secukupnya minyak goreng","beef, slice, bonggol, jagung, (bisa, diganti, jenis, sayur, lain), telur, (boleh, diskip), bawang, bombay, bawang, putih, jari, jahe, kecap, asin, saus, tiram, kecap, manis, saus, tomat, (boleh, diskip), lada, dan, bumbu, penyedap, (saya, pakai, royco, sapi), garam, dan, gula, pasir, (boleh, diskip), minyak, goreng",300,15,10,30,1,"Langkah 1
Siapkan beef slice di suhu ruang jika masih beku agar mudah ketika dipisah. Cincang bawang bombay dan bawang putih sesuai selera. Pipil jagung atau potong sayuran lainnya yg sudah dicuci.
Beef Slice Teriyaki ala Anak Kost langkah memasak 1 foto
Langkah 2
Marinasi beef slice dengan jahe, kecap asin, saus tiram, kecap manis, dan saus tomat. Aduk sampai merata dan diamkan selama 15 menit.
Langkah 3
Rebus/tumis jagung pipil yg sudah dicuci. Beri garam dan gula sesuai selera.
Langkah 4
Tuangkan minyak goreng untuk menggoreng telur mata sapi, beri lada dan garam/royco sesuai selera. Tiriskan.
Langkah 5
Tuang sedikit minyak untuk menumis bawang putih dan bawang bombay sampai harum dan layu. Masukkan beef slice yg sudah dimarinasi. Beri garam, lada, royco, gula sesuai selera. Aduk hingga merata.
Langkah 6
Hidangkan dengan nasi selagi hangat.",,1,0,1,0,0,0
Rendang daging ala anak kos,"1/2 daging sapi
secukupnya Minyak goreng
1 batang sereh
2 lembar daun salam
2 lembar daun jeruk
600 ml santan kental / bisa d ganti pake sun kara
200 ml air
Bumbu yg d halus kan
2 siung bawang putih
4 siung bawang merah
1 ruas jahe
1 ruas lengkuas
6 cabai rawit merah","/, daging, sapi, Minyak, goreng, batang, sereh, daun, salam, daun, jeruk, ml, santan, kental, /, bisa, d, ganti, pake, sun, kara, ml, air, Bumbu, yg, d, kan, bawang, putih, bawang, merah, jahe, lengkuas, cabai, rawit, merah",300,15,10,30,1,"Cara Membuat
Langkah 1
Potong"" daging sapi. Lalu cuci bersih
Langkah 2
Siapkan wajan. Tambah kan minyak setelah minyak panas masukan bumbu yg sudah d halus kan dan daun salam daun jeruk sereh tumis hingga harum dan bumbu matang
Langkah 3
Tambah kan air. Masukan daging ny dan. Tunggu sampai mendidih. Setelah mendidih masukan santan.
Langkah 4
Kasih garam gula dan penyedap cek rasa
Langkah 5
Tunggu sampai air surut. daging empuk dan matang",,0,0,0,0,0,0
Kikil Tempe Cabe Ijo ala anak Kos,"250 gr kikil sapi
4 ribu Tempe
secukupnya Cabe ijo keriting
secukupnya Cabe rawit ijo
7 siung bawang merah
1 sdt bawang putih giling
1 ruas jari lengkuas
2 lembar daun salam
2 lembar daun jeruk
2 sdm kecap manis
secukupnya Kaldu jamur
secukupnya Garam
Minyak untuk menumis dan menggoreng
secukupnya Air","kikil, sapi, ribu, Tempe, Cabe, ijo, keriting, Cabe, rawit, ijo, bawang, merah, bawang, putih, giling, jari, lengkuas, daun, salam, daun, jeruk, kecap, manis, Kaldu, jamur, Garam, Minyak, untuk, menumis, dan, menggoreng, Air",300,15,10,30,1,"Langkah 1
Siapkan semua bahan. Kupas dan cuci bersih semua bahan.
Kikil Tempe Cabe Ijo ala anak Kos langkah memasak 1 foto
Langkah 2
Rebus air hingga mendidih kemudian siram kikil. Tunggu 5 menit lalu tiriskan. Potong kikil sesuai selera.
Kikil Tempe Cabe Ijo ala anak Kos langkah memasak 2 foto
Langkah 3
Potong tempe menjadi dadu. Panaskan minyak, kemudian goreng tempe hingga kecoklatan lalu tiriskan.
Kikil Tempe Cabe Ijo ala anak Kos langkah memasak 3 foto
Langkah 4
Iris tipis bawang merah dan cabe. Panaskan minyak, tumis bawang putih giling hingga harum lalu masukkan bawang merah, daun salam, daun jeruk dan lengkuas. Aduk hingga rata lalu masukkan cabe. Aduk hingga layu.
Kikil Tempe Cabe Ijo ala anak Kos langkah memasak 4 foto
Langkah 5
Masukkan kikil, tempe dan kecap manis. Aduk hingga rata kemudian tambahkan air secukupnya.
Kikil Tempe Cabe Ijo ala anak Kos langkah memasak 5 foto
Langkah 6
Tunggu hingga air sedikit menyusut, kemudian tambahkan kaldu jamur dan garam lalu koreksi rasa.
Kikil Tempe Cabe Ijo ala anak Kos langkah memasak 6 foto",,0,0,1,0,0,0
Terong Crispy (+Pedas Asin Cabe Garam),"5 buah Terong (boleh kurang boleh lebih, sesuaikan saja)
Pedas Asin (Cabe Garam)
10 biji Cabe rawit iris
3 siung bawang putih cincang halus
4 siung bawang merah iris tipis
Sedikit garam
Adonan untuk Lapisan Crispy
100 gram Tepung protein tinggi (segitiga biru juga boleh)
3 sdm Tepung tapioka (opsional, nggak pake juga nggak papa)
150 ml Air (sesuikan dengan kekentalan yg dinginkan)
1 sdt garam
1 sdt bawang putih bubuk
1 sdt kaldu (boleh kaldu jamur / ayam / sapi, seadanya saja)
Minyak untuk menggoreng","Terong, (boleh, kurang, boleh, lebih,, sesuaikan, saja), Pedas, Asin, (Cabe, Garam), biji, Cabe, rawit, bawang, putih, cincang, bawang, merah, garam, Adonan, untuk, Lapisan, Crispy, gram, Tepung, protein, tinggi, (segitiga, biru, juga, boleh), Tepung, tapioka, (opsional,, nggak, pake, juga, nggak, papa), ml, Air, (sesuikan, dengan, kekentalan, yg, dinginkan), garam, bawang, putih, bubuk, kaldu, (boleh, kaldu, jamur, /, ayam, /, sapi,, seadanya, saja), Minyak, untuk, menggoreng",200,5,10,20,1,"Langkah 1
Cuci bersih terong lalu iris serong (jangan terlalu tipis atau terlalu tebal ya). Btw kalo mau dipotong kotak juga boleh. Bebas deh suka2 aja
Langkah 2
Campur semua bahan adonan untuk membuat lapisan crispy. Kalau kurang, boleh ditambah ya karna waktu aku masak juga kurang adonannya karna ternyata terongnya banyak banget 😂
Langkah 3
Masukkan irisan terong ke adonan crispy. Dilapisin ke semua bagian terong ya biar merata
Langkah 4
Panaskan minyak. Goreng terong yang sudah dilapisi adonan crispy. Apinya jangan terlalu besar nanti gosong. Goreng semua sampai terong habis
Langkah 5
Jadi deh! Gampang banget kaan. Dijamin ini crispy di luar, lembut di dalem 😋 boleh stop sampe disini, tapi kalau mau bikin versi pedesnya, ikutin langkah selanjutnya ya
Resep Anak Kos: Terong Crispy (+Pedas Asin Cabe Garam) langkah memasak 5 foto
Langkah 6
Tuang minyak ke wajan sedikit saja. Tidak perlu tunggu terlalu panas, langsung masukkin aja bawang putih yang sudah dicincang halus. Apinya kecil ya!
Langkah 7
Jangan nunggu gosong! Masukkan juga irisan bawang merahnya, lalu potongan cabe rawit
Langkah 8
Setelah harum, masukkan terong crispy yang sudah digoreng. Aduk rata sampai tercampur semuanya. Jangan lupa tambah garam ya. Jika dirasa cukup, matikan api
Langkah 9
Taraaa. Jadi deh!",,0,0,0,1,1,0
Sandwich Panggang Murah dan Simple ala Anak Kost,"3 buah Roti Tawar
1 buah Telur
Secukupnya Kornet Sapi
Daun Bawang dan Daun Seledri
Secukupnya Saos Sambal
Secukupnya Margarin
Secukupnya Rayco","Roti, Tawar, Telur, Kornet, Sapi, Daun, Bawang, dan, Daun, Seledri, Saos, Sambal, Margarin, Rayco",300,10,10,30,1,"Langkah 1
Cuci bersih daun bawang dan daun seledri. Potong kecil kecil, sisihkan. Pecahkan 1 buah telur, kemudian masukkan rayco secukupnya dan masukkan daun bawang dan daun seledri yang sudah dipotong tadi. Aduk hingga rata dan goreng telurnya (boleh matang/ setengah matang), Sisihkan.
Langkah 2
Oleskan margarin di masing masing roti tawar dan panci listrik/alat panggangan. Panggang roti tawar hingga berwarna kecoklatan. Kemudian sisihkan.
Langkah 3
Selanjutnya, goreng kornet hingga harum. Lalu sisihkan.
Langkah 4
Step selanjutnya, atur tatanan sandwich (roti yg sudah dipanggang, telur yang sudah digoreng, kemudian tambahkan kornet yang sudah digoreng, lalu tambahkan saos sambal. Tutup roti dengan bentuk segitiga, seperti gambar. Makanan siap dihidangkan",,1,0,0,0,0,0
Rapokki Simple porsi anak kost,"1 bungkus mie instan korea
1 buah sosis sapi, potong sesuai selera
1 batang daun bawang, iris kasar
1/4 butir bawang bombay, iris tipis
1 gelas air
Keju milkysoft (saya skip)
Bahan Toppoki:
1 sdm tepung beras
1 sdm tepung tapioka
1 sdm kecap asin
secukupnya Air panas","bungkus, mie, instan, korea, sosis, sapi,, sesuai, selera, batang, daun, bawang,, kasar, /, bawang, bombay,, gelas, air, Keju, milkysoft, (saya, skip), Bahan, Toppoki:, tepung, beras, tepung, tapioka, kecap, asin, Air, panas",300,10,5,50,1,"Langkah 1
Siapkan bahan
Rapokki Simple porsi anak kost langkah memasak 1 foto
Langkah 2
Buat toppokinya dulu ya: campur jadi satu tepung beras dan tapioka. Tambahkan kecap asin. Masukkan air panas sedikit demi sedikit sambil diaduk, bila sudah hangat aduk dengan tangan sampai kalis. Bentuk memanjang seperti pensil, potong- potong kira-kira 5 cm. Sisihkan.
Rapokki Simple porsi anak kost langkah memasak 2 foto
Rapokki Simple porsi anak kost langkah memasak 2 foto
Rapokki Simple porsi anak kost langkah memasak 2 foto
Langkah 3
Didihkan air, masukkan bumbu mie, mie, sosis dan toppokinya juga. Masak sampai matang. Tuang di mangkuk. Taburi atasnya dengan daun bawang, bawang bombay dan keju. Sajikan.",,0,0,1,0,0,0
Nasi Kepal Goreng Isi Kornet (Edisi Anak Kos),"Nasi (1 cup beras)
Bubuk cabe (optional)
Bubuk kaldu jamur/ayam/sapi (disini aku pake yang jamur)
Tepung roti
Telur
Isian
1 kaleng kornet (sapi/ayam)
3 siung bawang putih
3 siung bawang merah
1/4 siung bawang bombai
Cabe (optional sesuai selera)
Saos tiram (sesuai selera)
Lada bubuk (sesuai selera)
Garam (sesuai selera)","Nasi, (, cup, beras), Bubuk, cabe, (optional), Bubuk, kaldu, jamur/ayam/sapi, (disini, aku, pake, yang, jamur), Tepung, roti, Telur, Isian, kaleng, kornet, (sapi/ayam), bawang, putih, bawang, merah, /, bawang, bombai, Cabe, (optional, sesuai, selera), Saos, tiram, (sesuai, selera), Lada, bubuk, (sesuai, selera), Garam, (sesuai, selera)",300,10,10,30,1,"Langkah 1
Buat dulu nasi nya ya pakai ricecooker. Takaran air nya seperti biasa yang penting jangan terlalu lembek
Langkah 2
Potong dadu bawang bombai, dan haluskan bawang putih, merah dan cabai
Nasi Kepal Goreng Isi Kornet (Edisi Anak Kos) langkah memasak 2 foto
Langkah 3
Tumis bumbu yang telah dihaluskan tadi dan masukkan bawang bombai tumis hingga harum. Lalu masukkan kornet serta tambahkan saos tiram, bubuk lada dan penyedap rasa atau garam. Kalau aku jarang pake garam pakainy cuma penyedap saja. Campur dan tumis sampai dengan matang. Sisihkan
Nasi Kepal Goreng Isi Kornet (Edisi Anak Kos) langkah memasak 3 foto
Nasi Kepal Goreng Isi Kornet (Edisi Anak Kos) langkah memasak 3 foto
Langkah 4
Setelah nasi matang, usahakan biar nasi sudah kondisi tanak ya biar gak terlalu lembek saat diolah lagi. Tambahkan bubuk cabe (optional) dan penyedap rasa. Kalau ada nori dan wijen, bisa ditambahkan juga. Aduk hingga merata
Nasi Kepal Goreng Isi Kornet (Edisi Anak Kos) langkah memasak 4 foto
Langkah 5
Saat nya membuat kepalan nasinya. Cara nya simpel, aku pakai alas plastik buat bikin bola2 nasi agar gak lengket. Jangan lupa bola bola nasinya diisi dengan isiian yang telah kita masak tadi. Nah..disini sebenarnya bisa langsung di konsumsi. Kalau gak mau di goreng, selesai sampai dengan step disini. Tapi kalau mau digoreng ikuti step berikutnya
Langkah 6
Siapkan tepung roti dan kocokan telur. Nasi kepal yang ingin digoreng dilumuri terlebih dahulu dengan telur kocok agar dapat menempel si tepung rotinya
Nasi Kepal Goreng Isi Kornet (Edisi Anak Kos) langkah memasak 6 foto
Langkah 7
Panaskan minyak di panci ajaib, minyaknya agak banyak ya biar nasi kepal pas digoreng bisa tenggelam setengah nya. Setelah minyak panas, masukkan nasi kepal dan jangan lupa untuk dibolak balik dan di putar atau pindah posisi si nasi kepal. Karena kelemahan panci ajaib ini ada satu sisi yang panasnya lebih panas (biasanya pas di area atas colokan) jadi jika satu gorengan stay di lokasi itu terlalu lama akan gosong.
Nasi Kepal Goreng Isi Kornet (Edisi Anak Kos) langkah memasak 7 foto
Langkah 8
Nasi kepal goreng sudah jadi nih dan siap untuk dikonsumsi. Selamat mencoba ya teman teman
Nasi Kepal Goreng Isi Kornet (Edisi Anak Kos) langkah memasak 8 foto
Langkah 9
TAMBAHAN- Kuah Telur. Buat yang suka pakai kuah juga bisa ditambahkan kuah telur selagi disantap bersama nasi kepal goreng nya. Bahannya bawang putih digeprek lalu dipotong potong dadu. Tumis bawang putih hingga harum, masukkan air sesuai selera. Tambahkan kaldu jamur dan lada secukupnya, tambahkan 1 butir telur lalu aduk aduk deh. Koreksi rasanya ya jika suka agak manis bisa ditambahkan gula pasir sedikit.",,1,0,0,0,0,0
Perkedel Kentang Kornet ala anak kos,"1 kg kentang
2 bks kornet sapi
2 buah telur
2 siung bawang putih
2 siung bawang merah
secukupnya Lada
secukupnya Garam
secukupnya Kaldu jamur
Air untuk merebus
Minyak untuk menggoreng","kentang, bks, kornet, sapi, telur, bawang, putih, bawang, merah, Lada, Garam, Kaldu, jamur, Air, untuk, merebus, Minyak, untuk, menggoreng",100,5,5,10,1,"Siapkan semua bahan. Kupas kentang lalu cuci bersih. Potong semua kentang menjadi 4 bagian kemudian rebus kentang hingga lembut. Tiriskan kentang kemudian haluskan
Perkedel Kentang Kornet ala anak kos langkah memasak 1 foto
Perkedel Kentang Kornet ala anak kos langkah memasak 1 foto
Perkedel Kentang Kornet ala anak kos langkah memasak 1 foto
Langkah 2
Cincang bawang putih dan bawang merah. Panaskan minyak dna tumis bawang hingga harum. Tambahkan kornet dan masak hingga matang kemudian sisihkan.
Perkedel Kentang Kornet ala anak kos langkah memasak 2 foto
Perkedel Kentang Kornet ala anak kos langkah memasak 2 foto
Langkah 3
Campurkan kornet ke kentang dan campur hingga rata. Tambahkan lada, garam, kaldu jamur lalu koreksi rasa. Pecahkan 1 telur dan ambil kuningnya. Campurkan ke adonan kentang hingga rata.
Perkedel Kentang Kornet ala anak kos langkah memasak 3 foto
Langkah 4
Pecahkan 1 telur lagi dan campurkan dengan putih telur yang satunya lalu kocok lepas. Bentuk kentang menjadi pipih dan balurkan ke telur. Panaskan minyak lalu goreng perkedel hingga kecokelatan. Perkedel siap dihidangkan.",,1,0,0,0,0,0
Mie Goreng Sederhana / Mie Goreng Jawa / Resep Mie Burung Dara [Resep Diet Anak Kos],"1 keping Mie Burung Dara
50 gr Dada Ayam
2 Butir Bakso Sapi
1/2 Buah Wortel
1/2 Buah Tomat
10 gr Jagung Pipil
Bumbu
1 Siung bawang putih
1 biji kemiri
3 biji cabe rawit
1/2 sdt garam
1 sdt lada bubuk
1 sdm kecap manis (atau sesuaikan dengan selera untuk warna coklat)
1 sdt saos tiram","keping, Mie, Burung, Dara, Ayam, Bakso, Sapi, /, Wortel, /, Tomat, Jagung, Pipil, Bumbu, bawang, putih, biji, kemiri, biji, cabe, rawit, /, garam, lada, bubuk, kecap, manis, (atau, sesuaikan, dengan, selera, untuk, warna, coklat), saos, tiram",300,10,10,40,1,"iapkan semua bahan. Rebus mie dalam air mendidih. Tiriskan, lalu campur dengan kecap, lada, garam. Sisihkan
Mie Goreng Sederhana / Mie Goreng Jawa / Resep Mie Burung Dara [Resep Diet Anak Kos] langkah memasak 1 foto
Mie Goreng Sederhana / Mie Goreng Jawa / Resep Mie Burung Dara [Resep Diet Anak Kos] langkah memasak 1 foto
Langkah 2
Uleg bawang putih, cabe, kemiri. Masak ayam, bakso, dan sayuran dengan bumbu lalu tambahkan saos tiram. Tambahkan sedikit air, tunggu daging dan sayuran matang dan air menyusut.
Mie Goreng Sederhana / Mie Goreng Jawa / Resep Mie Burung Dara [Resep Diet Anak Kos] langkah memasak 2 foto
Langkah 3
Masukkan mie, campurkan dengan bahan lainnya. Tambahkan tomat, koreksi rasa. Hidangkan.",,0,0,1,1,0,0
Bibimbap ala anak kost,"Bumbu cumi
15 buah cumi (potong ring)
20 sendok cabe merah goreng
secukupnya Garam
Bumbu wortel tumis
1 buah wortel
2 siung bawang merah
3 siung bawang putih
Ladaku (secukupnya)
Royco ayam (secukupnya)
Minyak goreng
Air sedikit aja :v
Bahan Sawi tumis
8 lembar sawi besar :3
5 sendok cabe goreng
secukupnya air
secukupnya Garam
1 buah Timun sedang di parut
Telor mata sapi","Bumbu, cumi, cumi, (potong, ring), sendok, cabe, merah, goreng, Garam, Bumbu, wortel, tumis, wortel, bawang, merah, bawang, putih, Ladaku, (secukupnya), Royco, ayam, (secukupnya), Minyak, goreng, Air, aja, :v, Bahan, Sawi, tumis, sawi, :, sendok, cabe, goreng, air, Garam, Timun, di, parut, Telor, mata, sapi",400,10,10,60,1,"Langkah 1
Potong""cumi nya seperti ring, tipis aja biar keliatannya banyak :v trus rebus dlu biar agak lembut cumi nya, setelah direbus buang air rebusannya, campurin aja cumi nya sma cabe merah gorengnya dan garam ke kuali, jangan pake minyak goreng lagi, kan dicabenya udh ada minyak :""v trus dimasak bentar aja, klo udah selese pindahin cuminya.
Langkah 2
Wortelnya di parut, trus potong bawang merah dan bawang putihnya tipis""setelah itu, goreng bawang putih dan bawang merahnya hingga kekuningan, dan masukin wortelnya, kasih air secukupunya. Masak wortelnya hingga matang dan lembut, lalu beri royco ayam dan ladaku secukupnya. Cicip dlu udh pas ato belum :""v
Langkah 3
Sawinya potong panjang""trus langsung aja ditumis dengan cabe goreng, kasih air sedikit. Jangan lupa kasih garam :""v
Langkah 4
Timun diparut
Langkah 5
Telor mata sapi kuningnya setengah masak biar cantik
Langkah 6
Lalu masukkan nasi kedalam mangkuk, dan susun semua bahan yg sudah kita masak tadi diatas nasi, dan telor mata sapinya ditengah",,0,0,0,1,0,0
Sushi Telur (ala anak kos),"1 lembar seaweed
Nasi
Telur
1 buah sosis
Saos
Mayonaise
Wijen
Penyedap rasa","seaweed, Nasi, Telur, sosis, Saos, Mayonaise, Wijen, Penyedap, rasa",200,10,5,30,1,"angkah 1
Siapkan semua bahan yang di butuhkan, potong-potong kecil sosis
Sushi Telur (ala anak kos) langkah memasak 1 foto
Sushi Telur (ala anak kos) langkah memasak 1 foto
Langkah 2
Campurkan sosis dan telur tambahkan penyedap rasa. Kocok hingga merata.
Sushi Telur (ala anak kos) langkah memasak 2 foto
Sushi Telur (ala anak kos) langkah memasak 2 foto
Langkah 3
Goreng telur dengan minyak.
Sushi Telur (ala anak kos) langkah memasak 3 foto
Sushi Telur (ala anak kos) langkah memasak 3 foto
Langkah 4
Letakkan 1 lembar seaweed di atas alat penggulung sushi. Kemudian letakkan nasi di atas seaweed. Kemudian ratakan nasi.
Sushi Telur (ala anak kos) langkah memasak 4 foto
Langkah 5
Setelah itu tambahkan telur di atas nasi. Kemudian gulung.
Sushi Telur (ala anak kos) langkah memasak 5 foto
Langkah 6
Setelah di gulung potong-potong menjadi beberapa bagian.
Sushi Telur (ala anak kos) langkah memasak 6 foto
Sushi Telur (ala anak kos) langkah memasak 6 foto
Langkah 7
Tambahkan wijen, saos sambal dan mayonaise sesuai selera.",,1,0,0,0,0,0
Enoki Tahu Telur Ala Anak Kost,"2 bungkus jamur enoki
1 bungkus tahu telur
secukupnya tepung maizena
2 siung bawang putih (aku pake garlic powder)
2 siung bawang merah
2 buah cabe merah
secukupnya garam dan lada
minyak untuk menggoreng
secukupnya Air
Saus
2 sdm saus cabe
1 sdm saus tomat
2 sdm saus tiram","bungkus, jamur, enoki, bungkus, tahu, telur, tepung, maizena, bawang, putih, (aku, pake, garlic, powder), bawang, merah, cabe, merah, garam, dan, lada, minyak, untuk, menggoreng, Air, Saus, saus, cabe, saus, tomat, saus, tiram",200,10,5,30,1,"Langkah 1
Cuci bersih enoki, lalu potong pangkalnya dan suir-suir sesuai dengan keinginan
Langkah 2
Potong tahu telur lalu gulingkan ke tepung maizena. Kemudian goreng hingga golden brown, lalu angkat dan sisihkan.
Langkah 3
Rajang bawang merah dan putih lalu, tumis hingga harum
Langkah 4
Masukan enoki ke tumisan bawang, tumis sampai layu. Kemudian masukan air dan bahan-bahan saus, garam, dan lada. Aduk sebentar. Setelah tercampur masukan tahu telur yang sudah digoreng dan tunggu sampai air menyusut
Langkah 5
Setelah air menyusut, tambahkan irisan cabe merah dan bawang daun (kalau ada) koreksi rasa. Jika sudah cukup, bisa disajikan.",,1,0,1,0,0,0
Lumpia Goreng Kuah Cuko Ala Anak Kos,"Adonan Kulit Lumpia
10 sdm tepung terigu
3 sdm tepung kanji
1 Putih telur
sejumput Garam
secukupnya Air
Isian Lumpia
Kentang ukuran sedang 3 buah potong dadu
1 batang Daun Bawang
Udang kering kecil 3 ribu
sdt Lada bubuk ujung
1/2 sdt Garam
1 Telur
Cabe merah 5 batang ukuran sedang
2 siung Bawang putih
4 siung Bawang merah
1 bungkus Kaldu jamur
Resep Kuah Cuko
Cuka 1 sdm / jeruk nipis (setengah saja)
1/2 sdt Garam
1 bks Kaldu jamur
Bawang merah/bawang Bombay
Gula merah 1 buku (di sini saya guna kecap manis)","Adonan, Kulit, Lumpia, tepung, terigu, tepung, kanji, Putih, telur, sejumput, Garam, Air, Isian, Lumpia, Kentang, dadu, batang, Daun, Bawang, Udang, kering, kecil, ribu, Lada, bubuk, ujung, /, Garam, Telur, Cabe, merah, batang, Bawang, putih, Bawang, merah, bungkus, Kaldu, jamur, Resep, Kuah, Cuko, Cuka, /, jeruk, nipis, (setengah, saja), /, Garam, bks, Kaldu, jamur, Bawang, merah/bawang, Bombay, Gula, merah, buku, (di, sini, saya, guna, kecap, manis)",100,5,5,5,1,"Cara Membuat
Langkah 1
Kulit Lumpia :
Aduk semua adonan sampai tercampur rata tambahkan air sedikit demi sedikit, adonan tidak boleh terlalu encer dan tidak boleh terlalu kental. Setelah di campur rata saring adonan agar tidak ada gerindilan. Panaskan teflon (di sini saya gunakan kuali anti lengket karena di kos tidak ada teflon). Setelah panas oleskan minyak, gunakan api yg kecil. Masukan adonan sedikit lalu di putar agar bentuknya bulat. Setelah masak pindahkan ke wadah lain lalu taburi tpg maizena agar tdk lengket
Lumpia Goreng Kuah Cuko Ala Anak Kos langkah memasak 1 foto
Langkah 2
Isian Lumpia:
Rebus kentang terlebih dahulu, jangan sampai terlalu lunak.
Setelah itu tiriskan.
Tumis udang kering kecil sebentar.
Haluskan cabe, bawang putih dan bawang merah campurkan semua bahan ke dalam telur kecuali kentang.
Aduk sampai rata, lalu oseng telur di atas wajan yg di beri sedikit minyak.
Oseng telur jangan sampai kering, setelah itu masukkan kentang dan udang aduk sampai rata semua.
Langkah 3
Kuah Cuko :
Tumis bawang sebentar, masukkan semua bahan aduk sampai rata. Setelah mendidih matikan kompor",,1,0,1,0,1,0
Steak Tempe Ala Anak Kos,"Bahan Adonan Steak Tempe
1 batang Tempe
2 sdm Tepung Terigu
1/2 sdt Garam
1 buah Telur
Bawang putih 1 siung halus
Bahan Saus
2 sdm Saus tiram
2 sdm Saus tomat
Butter 2 sdm (bisa pakai merk blue band yg harga 1.500)
Sambal pedas sachet 1 bungkus (untuk yg suka pedas)
Bawang Bombay cincang
sdt Lada bubuk ujung
1 bks Kaldu jamur
1/2 sdt Tepung maizena
200 ml Air
1 sdt Kecap manis","Bahan, Adonan, Steak, Tempe, batang, Tempe, Tepung, Terigu, /, Garam, Telur, Bawang, putih, Bahan, Saus, Saus, tiram, Saus, tomat, Butter, (bisa, pakai, merk, blue, band, yg, harga, ., ), Sambal, pedas, sachet, bungkus, (untuk, yg, suka, pedas), Bawang, Bombay, cincang, Lada, bubuk, ujung, bks, Kaldu, jamur, /, Tepung, maizena, ml, Air, Kecap, manis",200,10,5,20,1,"Langkah 1
Bersihkan kentang, wortel dan buncis
Langkah 2
Potong buncis menjadi 3 bagian, wortel potong 2 lalu di potong kecil, kentang potong menjadi 6 potong
Langkah 3
Kukus tempe, kentang, wortel, buncis (bisa pakai rice cooker anak kos)
Langkah 4
Tempe yg sudah di kukus di haluskan, tambahkan tepung terigu, garam, dan bawang putih halus
Langkah 5
Bentuk seperti steak pada umumnya
Langkah 6
Goreng dan tiriskan
Langkah 7
Untuk saus nya, tumis bawang Bombay dengan butter/mentega/margarin
Langkah 8
Tambahkan saus tiram, kaldu jamur, saus tomat, sambal sachet, kecap
Langkah 9
Aduk sampai rata, tambahkan air
Langkah 10
Setelah mendidih tambahkan tepung maizena yg sudah di encerkan",,1,0,1,0,0,0
Telur Balado Simpel Anak Kosan,"2 telur ayam
2 siung bawang putih
6 siung bawang merah
1 buah tomat ukuran sedang
2 cabe merah besar
6 cabe rawit (jumlah bisa disesuaikan)
1 sdt garam
1 sdm gula pasir
1 bungkus penyedap rasa
4 sdm minyak goreng
1/3 gelas air","telur, ayam, bawang, putih, bawang, merah, tomat, cabe, merah, cabe, rawit, (jumlah, bisa, disesuaikan), garam, gula, pasir, bungkus, penyedap, rasa, minyak, goreng, /, gelas, air",150,8,10,8,1,"Langkah 1
Cuci dan rebus telur ayam sampai sampai matang sempurna (20-30 menit). Tiriskan dan kupas kulitnya. Tips: Pastikan telur matang sempurna agar kulit telur tidak lengket.
Telur Balado Simpel Anak Kosan langkah memasak 1 foto
Langkah 2
Sambil menunggu telur matang, siapkan bumbu untuk dihaluskan. Jika pakai blender cukup kupas dan potong dadu, tambahkan air sedikit bila perlu. Tips: Bila menggunakan ulekan awali dari yang paling mudah halus dulu agar tidak licin (garam >> cabe >> bawang putih >> bawang merah >> tomat).
Telur Balado Simpel Anak Kosan langkah memasak 2 foto
Telur Balado Simpel Anak Kosan langkah memasak 2 foto
Langkah 3
Goreng telur sebentar dengan minyak sedikit agar tidak mudah hancur. Bolak-balik agar sebagian besar permukaan telur tergoreng. (Tips: Gunakan penggorengan anti lengket, jika penggorengan lengket bisa skip saja step ini, tapi lebih hati-hati saat mengaduk telur nanti)
Telur Balado Simpel Anak Kosan langkah memasak 3 foto
Telur Balado Simpel Anak Kosan langkah memasak 3 foto
Langkah 4
Panaskan minyak goreng, tumis bumbu halus sampai wangi, masukan penyedap rasa, gula dan garam. (Tips: menambahkan sepotong kecil gula aren membuat lebih sedap). Tambahkan air sedikit agar tidak gosong. Koreksi rasa. Lalu masukan telur, aduk dengan bumbu, tunggu sebentar sampai bumbu asat (boleh juga langsung diangkat karena telur pada dasarnya sudah matang). Matikan kompor. Makan dengan nasi hangat biar maknyuss :)",,1,0,0,1,0,0
